수집월,제목,작성일,언론사,링크,본문
2026-01,인구구조 변화·지역소멸 등 지속가능성 문제 해결에 은행이 기여하려면,2026.01.30.,뉴스프리존,https://www.newsfreezone.co.kr/news/articleView.html?idxno=672338,[외부 언론사 기사 - 본문 수집 제외]
2026-01,‘강남 분유’ 압타밀 공포 확산...국내 분유업계 반등 기회?,2026.01.30.,메가경제,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065577277378594,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"임기 3년차 맞은 송하중 사학연금 이사장, 경영 핵심 과제로 ‘재정 안...",2026.01.30.,이투데이,https://www.etoday.co.kr/news/view/2551306,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"이준석, 한동훈에 서울시장 조언...""자기 일 아니라고 막 말하는 듯"" [이...",2026-01-30 10:19:58,YTN,https://www.ytn.co.kr/_ln/0134_202601301019585986,"■ 진행 : 조진혁 앵커 ■ 출연 : 강성필 더불어민주당 부대변인, 신주호 전 국민의힘 상근부대변인* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 인용 시 [YTN 뉴스UP] 명시해주시기 바랍니다.[앵커]한동훈 전 대표의 다음 행보는 무엇이 될 것인가, 이걸 전망해 보겠습니다. 일단 기자회견에서 나왔던 입장을 보면 제명을 당해도 좋은 정치를 펼치겠다는 열망을 꺾을 수 없다. 절대 포기하지 말라. 나는 반드시 돌아온다. 이렇게 말씀하셨는데. 반드시 돌아온다는 것은 내가 돌아올 테니 지지자들은 여기에 그대로 계셔라, 이런 의미로도 해석이 되기도 하고 어떤 의미로는 조금 더 권토중래 같은 느낌이 들기도 하거든요. 어떻게 보십니까?[강성필]한동훈 전 대표에게 서운한 얘기가 될 수 있겠지만 구체적인 계획이 안 나와 있잖아요. 막연하잖아요. 이것은 본인이 생각하더라도 본인의 처지가 궁색한 겁니다. 다만 여기의 포인트는 뭐냐 하면 친한동훈계들 입장이 난감합니다. 좌장인 한동훈 전 대표가 제명당했잖아요. 그러면 본인들도 탈당을 해야 됩니다. 같은 계라고 하면. 하지만 한동훈계는 비례대표로 많이 구성되어 있고 지역구 의원이 얼마 안 됩니다. 지역구 의원이 탈당한다는 건 쉽지 않습니다. 그렇기 때문에 한동훈 전 대표가 이런 친한동훈계의 부담을 덜어주기 위해서 반드시 돌아온다는 짧은 메시지를 낸 것 같고. 한동훈 전 대표에게는 세 가지의 옵션이 있습니다. 첫 번째는 신당을 창당하는 겁니다. 교섭단체를 구성하는 게 불가능해요. 이 정도가 됐다고 하면 오세훈 시장을 비롯해서 친한계 의원들이 그래도 지역구 의원 있지 않습니까, 몇 명? 이분들이 한동훈 전 대표 제명시키면 나 탈당하겠다고 엄포를 놓아야 돼요, 우리 창당하겠다고. 이런 조짐은 전혀 없기 때문에 이건 불가능하고. 두 번째는 무소속 출마거든요. 그런데 무소속 출마하면 만약에 어부지리로 민주당이 이길 수도 있어요. 그러면 완전히 배신자 프레임에 빠지는 것이고. 더 중요한 건 실무적으로도 한동훈계는 지금 탈당을 못하고 있잖아요. 그러면 한동훈의 선거를 도울 스태프도 없어요. 만약에 당적을 가지고 있으면서 한동훈 전 대표의 선거를 돕는다? 이거 해당행위입니다. 그럼 마지막으로 할 수 있는 게 그래서 대권을 꿈꾸고 있는 큰 정치인이라고 하면 저출산이라든지 기본소득이라든지 큰 아젠더를 하나 설정해서 여기에 대해서 공부하러 유학을 가는 것이 오히려 지금 상황에서는 가장 올바르고 장기적인 포석을 둘 수 있는 현명한 선택이 아닐까 생각합니다.[앵커]신당 창당, 무소속 출마 그리고 현실 정치에서 잠시 떠나 있는 방안을 말씀하셨는데 세 번째가 가장 현명한 길인 것 같다. 이렇게 조언을 해 주셨습니다. 어떻게 보십니까?[신주호]저도 강성필 대변인님 말씀에 동의를 하는 게 신당 창당이라든지 가처분 신청 이런 것들은 우리가 현실적인 대안이 아니기 때문에 고려할 수 없습니다. 그렇다면 지금 상황에서 한동훈 전 대표가 가장 실익을 취할 수 있으면서 국민들께 정치적인 서사를 쌓을 수 있는 게 무엇이 있느냐. 결국 정치행보를 이어가는 겁니다. 그런데 정치행보를 어떻게 이어갈 것이냐. 두 가지 선택지가 있죠. 지금 무소속이 됐기 때문에 당에서 제명이 된 상황이기 때문에 당 밖에서 지방선거를 통해서 국민의힘 후보들을 측면 지원하는 길이 하나 있을 것이고요. 말씀하신 것처럼 무소속 출마가 있을 겁니다. 무소속 출마의 리스크가 굉장히 크다고 생각하는데요. 만약에 국민의힘에 유리한 지역구에 가서 출마를 했습니다마는 낙선했을 경우에 입을 정치적인 타격이 굉장히 큽니다. 그리고 말씀하신 것처럼 어부지리로 민주당 후보가 당선된다면 배신자 프레임에 덧붙여서 낙선한 정치인이라는 이미지가 굉장히 강해지기 때문에 더욱 힘들 겁니다. 그러니까 이런 겁니다. 대구지역 같은 경우, 부산지역 보궐선거 나는 곳 있지 않습니까?그런 데 나갔는데 국민의힘 후보가 30%를 득표하고 한동훈 전 대표가 30%를 득표하고 민주당 후보가 40%를 득표했다. 이렇게 가정을 해보면 국민의힘의 단일후보로 나가게 되면 60%를 득표함으로써 20%포인트 차이로 민주당 후보를 이길 수 있는 거 아니겠습니까? 그런데 두 후보가 양분했기 때문에 민주당 후보가 어부지리로 당선된다. 그러면 정치적인 타격을 엄청나게 입을 것이고 그렇게 되면 사실상 정치 은퇴를 해야 된다고 볼 겁니다. 그러다 보니까 가장 현실적이면서 리스크를 줄일 수 있는 선택지가 무엇이 있겠느냐. 국민의힘의 당원이 아니라고 해서 국민의힘 후보를 지지할 수 없는 건 아니지 않겠습니까? 그러다 보니까 당 밖에서 이번에는 백의종군을 하면서 국민의힘 후보를 지지하는 것이 제가 볼 때는 가장 현실적인 대안이 되지 않을까 싶은데. 그럼에도 불구하고 일각에서는 한동훈 전 대표가 이번 재보궐선거에 출마해서 원내 입성을 노리는 것이 좋지 않겠느냐는 조언을 하고 계신 걸로 알고 있고. 또 그렇게 해서 재보궐선거에 출마함으로써 정치적인 평가, 시험대에 올라서 결사항전의 각오로 선거에 임하는 것도 좋은 선택이 되지 않을까라고 생각해 봅니다.[앵커]그런데 백의종군도 두 분께서 현실적인 방안이라고 말씀해 주셨습니다마는 이런 리스크도 있을 것 같아요. 한 전 대표는 승부수가 부족하다는 박한 평가도 있는 게 사실이거든요. 그렇기 때문에 정치적 파장을 키우기 위해서는 어떻게든 출마하는 게 맞다고 그렇게 조언하는 목소리도 있는데 그렇다면 어디에 나가야 할 것인가. 무소속 출마를 한다고 보면 그 선택지는 어디가 있다고 보십니까?[신주호]재보궐선거가 어디가 열릴지 명확하게 확정되지 않은 상황이기 때문에 현 상황에서 어느 지역구로 골라서 나가겠다, 이렇게 단정짓거나 예상하는 것은 저는 큰 의미가 없다고 생각합니다마는 한동훈 전 대표가 갖고 있는 상징성 그리고 한동훈 전 대표의 정치적인 미래를 위해서는 수도권 험지에 출마하는 것이 낫지 않을까라고 생각합니다. 지금 대구나 부산 말씀들을 하고 계시는데 제가 아까 말씀드린 것처럼 대구나 부산에 출마했다가 낙선할 경우 그리고 낙선에 더불어서 혹시 민주당이 어부지리로 당선될 경우, 그랬을 경우 입을 상처가 너무나 크고 그러다 보면 정치 은퇴의 길로 가야 됩니다. 수순이 그 길밖에 없을 거예요. 그러다 보니까 차라리 수도권 험지에 출마를 해서 국민의힘, 민주당이 자홍을 겨뤄서 본인이 정치적인 평가를 제대로 받는다면 거기에서는 상당한 정치적인 효과를 거둘 수 있을 것이다. 그러다 보니까 아직까지 재보궐선거 지역구가 확정되지 않았습니다마는 수도권으로 출마하시는 것이 가장 좋지 않을까, 미래를 위해서. 그렇게 생각합니다.[앵커]이준석 개혁신당 대표는 서울시장으로 무소속으로 나가라, 이렇게 얘기를 하더라고요. 어떻게 생각하십니까?[강성필]제가 생각했을 때 이준석 대표가 자기 일 아니라고 막 말하는 것 같아요. 서울시장 나가면 되겠습니까? 떨어지더라도 뭔가 의미가 있고 족적을 남길 수 있는 그런 의미 있는 선거를 나가서 져야지 그게 정치인인 것이지 서울시장 민주당과 국민의힘이 박빙의 상황으로 가고 있는데 그 상황에서 한동훈 전 대표가 지금 지지율이 많이 나오는 것도 아닌데 다소 뜬금없는 솔루션이 아닌가 이런 생각을 하고. 저는 한동훈 전 대표가 유학 가는 게 가장 좋은 거라고 생각하거든요. 왜냐하면 지금 장동혁 지도부가 잘 안 되면 다시 한동훈 찾게 되어 있거든요. 오래 걸리지도 않을 겁니다. 그럼에도 불구하고 출마를 굳이 한다고 하면 저희 당의 전략상 알려드릴 수는 없고 다만 힌트를 드리면 본인이 주도적으로 판을 이끌 수 있는 선거로 출마해야지 본인이 끌려다니는 선거를 하면 안 된다는 것만 알려드리고 싶습니다.[앵커]알겠습니다. 제작 : 이선 디지털뉴스팀 에디터#이슈톺아보기※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr"
2026-01,"한화손보, 금감원 '상생·협력 증진 우수기관' 선정",2026.01.30.,뉴스케이프,http://www.newscape.co.kr/news/articleView.html?idxno=119807,[외부 언론사 기사 - 본문 수집 제외]
2026-01,10·20대 출가자 '껑충' …투자하니까 찾아온 결실,2026.01.30.,불교신문,http://www.ibulgyo.com/news/articleView.html?idxno=435169,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"중랑천변 동부화물터미널, 복합문화시설로 재탄생…미리내집 67가구 입...",2026.01.30.,뉴스핌,https://www.newspim.com/news/view/20260130000258,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"경북도 이철우 지사, “임신·출산 환경 개선에 행정 역량 집중”",2026.01.30.,메트로신문,http://www.metroseoul.co.kr/article/20260129500722,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"경북도, 저출생 극복 위해 임신․출산 환경 조성에 박차",2026.01.30.,포인트경제,https://www.pointe.co.kr/news/articleView.html?idxno=69945,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"한화손해보험, 금감원 '상생·협력 증진 우수기관' 선정",2026.01.30.,이뉴스투데이,http://www.enewstoday.co.kr/news/articleView.html?idxno=2388390,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"결혼정보회사 듀오 ""미혼남녀 '저출산 정책 효과' 긍정 평가는 단 10.8%""",2026.01.30.,국제뉴스,https://www.gukjenews.com/news/articleView.html?idxno=3492737,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"로봇이 일자리 뺏을까, 바꿀까…격변의 길목에 선 노동자의 내일",2026-01-30 09:00:00,머니투데이,https://www.mt.co.kr/industry/2026/01/30/2026012923241847502,"[MT리포트]아틀라스 쇼크, 거부할 수 없는 미래(下)[편집자주] 현대자동차그룹이 일자리를 대체할 수 있는 휴머노이드 로봇(아틀라스) 투입을 공식화하면서 노동조합의 반발이 심상치 않다. 그러나 과거 러다이트(기계 파괴) 운동이 산업화를 막지 못했듯 '로봇의 시대'라는 파도를 거스를 순 없다. 일상을 파고들고 있는 휴머노이드와 노동자의 미래를 짚어봤다.━""로봇이 일자리 뺏는다"" vs ""오히려 월급도 올라""…노동의 대격변━ 세계 최대 가전·정보기술(IT) 전시회 'CES 2026' 개막을 하루 앞둔 5일(현지시간) 미국 네바다주 라스베이거스 만달레이베이에서 열린 현대차그룹 프레스 컨퍼런스에서 차세대 전동식 아틀라스 시제품이 손인사하고 있다. (공동취재) 2026.1.6/뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포, AI학습 이용 금지. /사진=뉴스1 로봇의 도입이 일자리에 미치는 영향에 대해서는 전문가들도 시각이 엇갈린다. 로봇으로 인해 일자리와 소득이 감소한다는 연구가 있는 반면 생산성 증가로 일자리가 오히려 늘어난다는 연구결과도 있다.분명한 사실은 로봇의 확산으로 노동시장의 대대적인 변화가 불가피하다는 것이다. 많은 일자리가 로봇으로 대체되기도 하지만 그 만큼 새로운 일자리가 생기기도 한다. 노동시장에서 격차가 발생하지 않도록 세심한 정책적 설계가 필요하다는 지적이다.28일 산업계와 연구기관 등에 따르면 그동안 학계에서는 로봇과 고용시장 간 상관관계에 대한 여러 연구들이 진행돼 왔다. 로봇 기술의 발달로 인간처럼 행동하고 작업하는 휴머노이드 도입이 현실화하면서 고용시장에 미칠 영향이 상당할 것으로 예상되기 때문이다.여러 연구결과에서 로봇은 고용대체효과와 생산성 증대 효과라는 상반된 두 가지 영향을 미치는 것으로 분석된다. 로봇이 인간의 노동을 대체하면서 일자리가 줄어들기도 하지만 생산성 향상으로 인해 새로운 일자리가 생기고 노동자들의 소득도 늘어난다는 것이다. 두 효과 중 어느 것이 고용시장에 더 큰 영향을 미칠지는 연구마다 조금씩 다르다. 우선 한국은행의 2021년 연구에서는 산업용 로봇의 보급이 종사자수와 소득에 부정적 영향을 미치는 것으로 나타난다.해당 연구에 따르면 글로벌 금융위기 이후인 2010년부터 자동차와 전자부품·컴퓨터 산업에서 로봇침투도는 빠르게 상승했다. 분석기간(2010~2018년) 동안 로봇침투도가 1단위 상승할 때마다 해당 산업의 종사자수 증가율은 0.22~0.29%p(포인트) 줄었고 실질임금 상승률은 0.75~0.9%p 감소했다. 로봇이 인간의 일자리를 일부 대체한 영향이다.2021년 사회과학연구 저널에 실린 '로봇 자동화가 제조업 고용증가에 미치는 영향' 논문에서는 로봇 자동화율이 높은 업종에서 유의미하게 고용이 줄었다는 분석을 내놨다. 낮은 수준의 자동화에서는 별다른 고용 감소를 초래하지 않았지만 자동차나 전기 등 자동화율이 높은 업종이나 지역에서는 로봇의 도입 증가가 유의미한 고용감소로 이어지고 있다는 분석이다. 또한 노동자들의 기술숙련도나 직무특성, 학력 등에 따라 고용대체효과가 다르게 나타날 수 있다고 봤다.해당 논문을 작성한 전용식 보험연구원 선임연구위원은 ""숙련노동자에 비해 저숙련 노동자가 로봇 자동화로 인한 업무대체에 더 취약할 가능성이 있다""며 ""상대적으로 단순 반복적인 업무 종사자도 로봇 자동화로 인한 일자리 감소의 위협을 받을 수 있다""고 지적했다.반면 로봇의 도입이 생산성을 높여 일자리와 소득에 기여한다는 분석도 있다. 노동연구원의 분석(로봇 도입이 인적자본에 미치는 영향)은 로봇의 도입이 고졸 이하 노동자들의 임금을 높이면서 학력 임금 프리미엄을 감소시켰다는 결론을 내놨다. 로봇이 저숙련 노동자의 생산성을 보완하면서 임금에서 긍정적 효과를 가져왔다는 진단이다.로봇으로 인한 긍정 효과와 부정 효과가 상호작용하면서 고용시장에서는 큰 변화가 불가피할 것으로 보인다. 전체 고용자수나 실업에 미치는 영향은 크지 않더라도 연령별, 계층별, 숙련도별로는 차이가 나타날 수 있다. 노동연구원 분석에서도 45세 미만에서는 고용률 상승이 나타났지만 45세 이상에서는 고용감소가 관찰되기도 했다.구자현 노동연구원 부연구위원은 ""로봇 도입은 다양한 계층에서 고용 및 소득 격차를 심화시킬 수 있다""며 ""중장년층을 대상으로 재교육과 기술숙련 프로그램을 제공하고 새로운 일자리를 알선해 주는 일자리 전환 프로그램도 있어야 할 것""이라고 밝혔다.━ 내 자리에 앉은 휴머노이드, 세금은 누가?…로봇세 논의 불붙나━ 김정관 산업통상부 장관이 13일 경기 안산시 한양대 ERIC캠퍼스 창업보육센터 에이로봇을 방문해 휴머노이드 로봇 개발 과정을 둘러보고 있다. (사진=산업통상부 제공) 2026.01.13. /사진=뉴시스 경제 전반의 생산성 향상과 비용 절감의 '두 마리 토끼'를 잡는 휴머노이드. 새 시대를 여는 미래 신기술로 각광받지만 경제적 부와 사회적 후생 혜택이 소수에만 집중되면서 사회적 갈등을 유발할 수 있다.휴머노이드 사용에 따른 이익 공유의 사회적 논의는 단순하게 사후적 부의 재분배, 시혜적 복지 수준으로 접근할 문제가 아니다. 사회적 안정을 유지하고 기술 발전에 대한 사회적 수용성을 확보하기 위한 '사회적 위험 관리' 측면에서 다루어져야 한다. 휴머노이드를 비롯한 로봇이 산업 현장에 본격 도입되면 많은 수의 일자리를 대체할 것이란 우려가 일각에서 나온다. 로봇은 쉬지 않고 24시간 일을 할 수 있다. 물론 로봇의 관리 및 정비 등에 새로운 기술 인력이 투입될 수 있지만 기존 일자리와 성격이 완전히 다르다.이에 로봇에 대한 세금을 부과해 사람의 일자리를 대체하는 속도를 늦추는 한편 로봇세 세수를 실직한 노동자 재취업·생계유지에 필요한 보조금·재교육 자금으로 활용해야 한다는 논의가 제기되는 상황이다.로봇세 부과 방법으로는 로봇 또는 자동화 설비 '보유·사용'에 대한 준재산세 등의 세금 부과, 대체된 일자리에 연동한 세금, 로봇 도입으로 증가한 이윤·부가가치에 대한 과세 등이 대표적으로 제시된다. 로봇세는 로봇 자체에 세금을 매긴다기보다는 로봇 사용으로 노동자 고용이 줄면서 발생할 수 있는 세수, 사회보험 재원·분배 등을 보완하기 위한 해결책으로 볼 수 있다.실제로 2017년 2월 유럽의회는 로봇을 전자인간(Electronic Person)으로 인정하는 결의안을 통과시켰다. 로봇에 대해 세금을 부과할 발판을 마련한 것이다. 유럽 의회는 로봇기술의 발전이 일자리 등 다양한 사회 분야에 변화를 불러올 수 있다는 점에서 조세 시스템 개편에도 나설 것을 촉구했다.이재명 대통령도 과거 더불어민주당 대표 시절 ""기술 발전으로 대중이 일자리를 잃더라도 최소한의 구매력은 유지돼야 한다""며 이를 위한 재원 마련 방안으로 AI와 로봇에 대한 부담금, 즉 로봇세 개념을 거론했다. 노동의 가치를 인정받아 인간 삶을 영위했던 사회서 노동의 자리를 로봇과 AI에게 내줘야하는 사회로의 '안전한 전환'을 강조한 것으로 풀이된다. 하지만 기업 자율성 침해와 기업 투자 유인 저하 등의 로봇세에 대한 반대 의견도 만만치 않다. 산업계에서는 로봇세가 자동화 투자와 기술 혁신을 위축시킬 수 있다고 우려한다. 글로벌 경쟁이 치열한 상황에서 로봇 도입에 추가 비용을 부과할 경우 기업 경쟁력이 약화할 수 있어서다. 특히 한국과 같이 고령화와 저출산으로 인해 심각한 노동공급의 부족이 우려되는 상황에서 로봇의 도입은 부족한 인력에 대한 대안이 될 수 있다. 로봇을 통해 부족한 노동력을 대체해야 하는 상황에서 로봇의 도입을 저해하는 로봇세의 도입은 오히려 경제에 부정적인 효과를 불러올 수 있다는 지적이다.업계 관계자는 ""최적의 정책은 여러 메커니즘 중 어느 하나를 선택하는 것이 아니라 각 사회의 조건과 목표에 맞게 다양한 정책 도구들을 조합하는 '포트폴리오' 접근법을 통해 모색돼야 한다""고 밝혔다. ━ ""로봇이 일터를 덮친다""...'아틀라스 충격'에도 입법은 제자리━ [서울=뉴시스] 5일(현지 시간) 미국 라스베이거스 만달레이 베이 컨벤션 센터에서 열린 CES 2026 현대차그룹 미디어데이에서 보스턴다이나믹스 아야 더빈 휴머노이드 응용전략 담당, 보스턴다이나믹스 잭 재코우스키 아틀라스 개발 총괄이 발표하고 있다. (사진=현대차그룹 제공) 2026.01.06. photo@newsis.com *재판매 및 DB 금지 /사진=류현주휴머노이드 로봇과 인공지능(AI)이 산업 현장으로 빠르게 확산되고 있지만 노사관계 법·제도는 변화의 속도를 따라가지 못하고 있다는 우려가 제기된다. 기술 도입을 찬반 구도로만 접근할 경우 갈등이 반복될 수밖에 없는 만큼 제도적 틀을 마련하기 위한 입법 논의가 필요하다는 지적이다.29일 정치권에 따르면 로봇과 AI 도입이 거스를 수 없는 흐름인 만큼 갈등을 현장에만 맡길 것이 아니라 국회가 제도적 해법을 제시해야 한다는 목소리가 커지고 있다. 최근 세계 최대 IT·가전 박람회인 미국 CES 현장을 다녀온 국회 기후에너지환경노동위원회 여당 간사 김주영 더불어민주당 의원은 머니투데이 더300(the300)과의 통화에서 ""참관자들 모두 기술 발전에 놀라워 했지만 개인적으로 일자리에 대한 공포가 몰려왔다""며 ""다음 세대의 일자리 문제가 걱정스럽다""고 말했다. 김 의원은 ""AI 기술 발전의 빠른 속도에 비해 고용 안전망과 재교육, 소득 체계 논의는 제자리에 멈춰 있다""며 ""기술의 문제가 아니라 정책의 문제""라고 했다. (고양=뉴스1) 김도우 기자 = 22일 경기 고양시 킨텍스에서 열린 2026 카페디저트페어에서 관람객들이 로봇이 전달하는 아이스크림을 지켜보고 있다. 2026.1.22/뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포, AI학습 이용 금지. /사진=(고양=뉴스1) 김도우 기자극명한 사례가 현대자동차의 휴머노이드 로봇 아틀라스 도입 발표 이후 불거진 노사 갈등이다. 삼성전자 CEO 출신인 고동진 국민의힘 의원은 최근 현대차 노조의 로봇 도입 반대와 관련해 ""1811년 영국에서 기계가 일자리를 위협한다며 방직기계를 부수던 '러다이트식' 발상""이라며 ""자신들의 이익 앞에 글로벌 상황, 회사의 미래, 국가와 미래세대는 안중에도 없다""고 강하게 비판했다. 고 의원은""혁신을 멈추는 건 곧 기업 성장 저하로 이어지고 대한민국 산업 발전을 멈추는 것""이라며 ""전환을 위한 정책을 준비하는 것이 정부의 역할이고 변화라는 두려움에서 국가와 국민을 지키는 게 정치의 책임""이라고도 했다.정치권에선 여야를 막론하고 기술 도입 자체를 막을 수 없다는 데에는 공감대가 형성돼 있다. 문제는 로봇과 AI 도입 과정에서 발생하는 고용 충격과 노사 갈등을 어떻게 관리할 것인가다.현행 근로기준법과 노동조합법에는 자동화나 로봇 도입을 명시적으로 규율하는 조항이 없다. 취업규칙 변경 등 근로조건이 불리하게 바뀔 경우의 절차 규정은 존재하지만 로봇 도입이 근로조건 변경에 해당하는지 여부는 해석에 맡겨져 있다. 이런 이유로 노조는 근로조건 변경을, 기업은 경영상 판단을 주장하며 유사한 분쟁이 반복될 가능성이 크다는 지적이 나온다.자동화와 AI 도입을 '중대한 생산방식 변경'으로 정의하고 일정 규모 이상의 도입 시 사전 통보와 노사 협의 절차를 의무화하는 방안을 검토해야 한다는 의견도 제기된다. 로봇 도입이 임금이나 근무시간을 직접 바꾸지 않더라도 업무 내용과 숙련 가치, 고용 안정성에 영향을 미칠 수 있는 만큼 이를 제도적으로 어떻게 판단할 것인지 기준을 마련해야 한다는 것이다. (서울=뉴스1) = 현대자동차와 기아가 제조 기술의 현재와 미래 비전을 총망라한 'E-FOREST TECH DAY(이포레스트 테크 데이) 2025’를 화성과 울산 사업장에서 성황리에 마무리했다고 6일 밝혔다. 사진은 자동차 도장면을 로봇이 정밀하게 연마해 완벽하고 균일한 품질을 구현하는 상도 샌딩/폴리싱 자동화 기술 시연. (현대차·기아 제공. 재판매 및 DB 금지) 2025.11.6/뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포, AI학습 이용 금지. /사진=(서울=뉴스1)환경영향평가와 유사한 'AI·로봇 고용영향평가' 도입이 필요하다는 주장도 있다. 대규모 자동화가 예상되는 경우 고용 감소 가능성과 직무 전환 규모, 재교육 계획을 사전에 점검하고 이를 정부나 노사 공동기구가 검토는 방식이다. 기술 도입의 속도를 늦추기보다는 충격을 관리하자는 접근법이다.정치권에서도 입법 지원의 필요성을 절감하고 있다. 기후환노위 소속 이용우 민주당 의원은 ""기존 일자리와의 충격을 최소화하는 방안을 지금부터 준비하지 않으면 갈등은 더 커질 수밖에 없다""며 ""AI와 로봇 역시 정의로운 전환의 틀 안에서 논의하고 정부가 직무 전환과 재교육을 위한 제도적 기반을 마련해야 한다""고 강조했다. 김주영 의원도 ""기술은 중립적일 수 있지만 그 결과에 대한 책임은 결코 중립적일 수 없다""며 ""국회의 역할은 로봇의 성능을 논쟁하는 것이 아니라 그 시대를 살아갈 노동과 고용의 안전망을 입법으로 준비하는 것""이라고 강조했다."
2026-01,"""연령대 높을수록 비출산 의향 증가""…결혼정보회사 듀오 '출산 인식 보...",2026.01.30.,E동아,https://edu.donga.com/news/articleView.html?idxno=102621,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"결혼정보회사 듀오 조사, ""남성은 양육비 걱정, 여성은 올바른 양육에 ...",2026.01.30.,인터뷰365,http://www.interview365.com/news/articleView.html?idxno=111079,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"진주시, ""난임부부 한의치료 지원사업"" 추진",2026.01.30.,시민일보,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160302467162033,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"""소비자효익·민생안정 돕는 금융상품 개발"" 한화손보, 금감원 '상생·협...",2026.01.30.,CATCH NEWS,https://www.catchnews.kr/news/articleView.html?idxno=120068,[외부 언론사 기사 - 본문 수집 제외]
2026-01,"""의대 27학번 동결""…대한민국 의료의 존망을 가르는 절박한 외침",2026.01.30.,메디게이트뉴스,https://www.medigatenews.com/news/1792700609,[외부 언론사 기사 - 본문 수집 제외]
2026-01,2026 서울시 신입생 입학준비금 총정리 [엄마의 눈],2026.01.30.,파이낸셜투데이,http://www.ftoday.co.kr/news/articleView.html?idxno=354248,[외부 언론사 기사 - 본문 수집 제외]
